(4448, 7233)
(2391, 7296)
(1732, 7530)
(3063, 7632)
(3775, 8464)
(2131, 7793)
(2578, 7733)
(2178, 7697)
(3673, 8373)
(4655, 7820)
(5263, 7584)
(3678, 7616)
(2755, 7123)
(4256, 6369)
(5175, 7688)
(3401, 7627)
(3772, 7071)
(4188, 7348)
(3877, 7445)
(3249, 7511)
(2105, 7701)
(4939, 7859)
(1983, 7694)
(4662, 7891)
(4173, 6850)
(1566, 7670)
(2422, 6903)
(3145, 7522)
(4262, 7556)
(3075, 6554)
(3639, 6988)
(4174, 7643)
(5063, 7490)
(2937, 7480)
(4735, 7744)
(3215, 7189)
(4071, 7214)
(3662, 7239)
(5190, 7168)
(3098, 7212)
(3690, 7057)
(3881, 7887)
(3513, 7504)
(2886, 7560)
(1305, 7683)
(5496, 7830)
(3417, 7959)
(3373, 7344)
(3259, 7600)
(4894, 7508)
(3732, 6798)
(5082, 7711)
(2016, 6718)
(3940, 7054)
(2810, 7320)
(3315, 7735)
(3362, 8317)
(4233, 7261)
(3955, 7196)
(3427, 8102)
(3497, 7818)
(2893, 8219)
(3234, 7535)
(3850, 8563)
(3621, 6726)
(3744, 6688)
(2495, 7780)
(2334, 6895)
(3292, 7496)
(3724, 7861)
(3357, 7493)
(3792, 7074)
(3063, 6758)
(4007, 6954)
(4774, 7495)
(5907, 6886)
(4318, 7849)
(2256, 7342)
(4260, 6959)
(4183, 6900)
(5580, 7552)
(2278, 7897)
(3393, 7668)
(1938, 7800)
(2816, 7284)
(3574, 6292)
(4003, 8283)
(4304, 7398)
(4622, 7253)
(2879, 7390)
(4475, 7434)
(5363, 7802)
(5178, 7989)
(4138, 7432)
(3358, 7086)
(3278, 8115)
(4415, 7935)
(3004, 7930)
(3573, 7157)
(3034, 6960)
(3771, 8046)
(4243, 7761)
(4632, 7451)
(3452, 7933)
(3049, 7343)
(4685, 6688)
(4142, 8646)
(1871, 7028)
(3836, 8031)
(2283, 7591)
(3065, 6708)
(2707, 8252)
(3719, 7709)
(5945, 7081)
(3600, 7473)
(4172, 7880)
(3518, 7866)
(3151, 8685)
(4458, 7955)
(2686, 7769)
(4065, 7745)
(3779, 7375)
(3520, 7613)
(3950, 7093)
(5499, 7982)
(2911, 8461)
(3202, 8559)
(4546, 7712)
(4564, 7747)
(3783, 6940)
(3813, 7717)
(4151, 8578)
(3331, 7710)
(3538, 7228)
(2700, 7861)
(3732, 7734)
(3510, 7911)
(5464, 8658)
(2430, 7189)
(4943, 7235)
(2729, 7560)
(5147, 7118)
(5379, 6798)
(3699, 8094)
(4381, 7049)
(3072, 7522)
(5439, 6599)
(3009, 7415)
(2409, 7389)
(3159, 8069)
(3486, 7755)
(4304, 6288)
(3619, 6919)
(3792, 7527)
(3167, 7126)
(2842, 8193)
(3766, 7282)
(3646, 7467)
(2597, 7667)
(2418, 6866)
(5020, 7923)
(2537, 7774)
(2511, 7754)
(2350, 6933)
(3906, 6462)
(5277, 7415)
(2534, 7328)
(3995, 7165)
(4120, 6749)
(4319, 7114)
(3580, 7356)
(3552, 6861)
(2438, 7246)
(2805, 7371)
(4549, 7381)
(3867, 7781)
(2955, 7597)
(2715, 6230)
(4266, 7421)
(2959, 7365)
(4273, 7622)
(2444, 7731)
(2969, 7688)
(4100, 7191)
(4687, 7501)
(4489, 8111)
(2165, 8148)
(4303, 6775)
(2988, 7529)
(2717, 7745)
(2571, 7458)
(3953, 7509)
(2792, 7730)
(2000, 6999)
(2151, 8651)
(3588, 7952)
(3614, 7003)
(3858, 8466)
(3046, 7156)
(5248, 8199)
(3704, 7990)
(4371, 7717)
(3138, 7157)
(3317, 6899)
(1749, 7805)
(4238, 7120)
(5293, 6960)
(3491, 7345)
(4989, 7665)
(3212, 7331)
(4240, 7613)
(3808, 6871)
(3932, 7701)
(3766, 8297)
(4528, 6999)
(4993, 8149)
(4499, 7446)
(3685, 6692)
(3483, 7585)
(3019, 7077)
(3341, 7498)
(5019, 7227)
(3853, 7785)
(1965, 7131)
(3894, 7577)
(3535, 8168)
(2684, 7511)
(3603, 7724)
(4555, 8201)
(2168, 6577)
(3561, 6947)
(3185, 7499)
(3348, 7897)
(3529, 7320)
(2120, 8183)
(3214, 7950)
(4216, 6758)
(5458, 8218)
(1871, 7727)
(3677, 6425)
(4079, 7809)
(2880, 7456)
(2404, 7347)
(3669, 8500)
(3737, 7592)
(4370, 7797)
(3391, 7381)
(5141, 8079)
(3411, 7297)
(3884, 6590)
(3636, 7135)
(3249, 7088)
(1563, 7196)
(2916, 7805)
(3138, 7327)
(3266, 7847)
(2924, 6467)
(1838, 7362)
(4863, 6684)
(3815, 8427)
(1852, 7941)
(4973, 7573)
(3607, 7547)
(3561, 8433)
(3323, 8252)
(4311, 7693)
(2854, 7846)
(3052, 7519)
(2582, 7546)
(1114, 7977)
(4646, 8138)
(4198, 7895)
(3684, 7892)
(3143, 7377)
(2498, 6775)
(3444, 7582)
(2737, 8086)
(1681, 7837)
(3231, 8056)
(1774, 8041)
(3114, 7712)
(4825, 8056)
(4232, 8003)
(2750, 7057)
(4020, 8107)
(4756, 7094)
(3707, 8153)
(2730, 7190)
(3060, 7550)
(4045, 7406)
(3923, 7491)
(2061, 7609)
(4250, 7679)
(3066, 7478)
(2788, 7023)
(5647, 6654)
(3999, 7720)
(3633, 6852)
(4985, 6818)
(2036, 7212)
(2155, 6942)
(2817, 7927)
(1836, 6973)
(4335, 6895)
(4129, 7775)
(4476, 6020)
(4853, 7187)
(2052, 7540)
(3534, 7595)
(3638, 7443)
(6036, 8110)
(3432, 8265)
(5700, 7576)
(3550, 7496)
(3739, 7146)
(3135, 7972)
(2908, 6494)
(4920, 7260)
(3462, 7635)
(1435, 8016)
(4792, 7999)
(3677, 8012)
(4635, 7608)
(2435, 8571)
(3328, 7984)
(3507, 8352)
(5677, 6236)
(4553, 8140)
(4923, 8527)
(3876, 7193)
(3013, 7374)
(4407, 7179)
(2850, 6402)
(3511, 6844)
(3291, 7323)
(2864, 7365)
(3284, 7644)
(2496, 7229)
(3882, 8148)
(4245, 8745)
(4893, 7580)
(1245, 7694)
(4168, 6741)
(5466, 6665)
(2987, 7482)
(3779, 7440)
(2125, 7444)
(3134, 6993)
(3004, 8535)
(3586, 7855)
(2168, 7475)
(4052, 7918)
(4780, 6677)
(3451, 7081)
(3266, 7804)
(1656, 7584)
(2969, 7847)
(3774, 7859)
(5029, 6809)
(4171, 7215)
(4445, 7201)
(3485, 6759)
(3829, 6680)
(2643, 7003)
(3491, 7933)
(2926, 8013)
(3636, 7308)
(4006, 8376)
(3289, 6995)
(3166, 7512)
(2937, 7275)
(3227, 7689)
(3757, 7693)
(2776, 7183)
(2701, 7361)
(4215, 6644)
(2566, 6710)
(1999, 7844)
(3129, 6968)
(3422, 8022)
(3990, 7596)
(4762, 8757)
(4643, 6685)
(2856, 7558)
(2290, 6514)
(2384, 7614)
(2728, 7406)
(4659, 7859)
(3050, 7481)
(5811, 6851)
(1948, 7283)
(5078, 7128)
(2769, 8469)
(3688, 7417)
(4009, 7628)
(3945, 8038)
(5141, 7015)
(2821, 7887)
(2201, 8170)
(3929, 7420)
(2844, 7235)
(3625, 7617)
(4713, 7889)
(2071, 7742)
(2925, 7488)
(4810, 7788)
(5401, 7416)
(5083, 6641)
(4047, 8238)
(5223, 6634)
(3901, 7791)
(3160, 8805)
(3629, 7848)
(2910, 6649)
(2970, 8054)
(3845, 7759)
(3198, 7643)
(3344, 8549)
(3509, 7285)
(2296, 7691)
(4024, 7430)
(2800, 7344)
(4443, 7458)
(3706, 7530)
(4745, 6731)
(4701, 7624)
(3876, 7701)
(4486, 7422)
(3928, 8027)
(1698, 7603)
(4039, 6941)
(2708, 7894)
(4371, 8305)
(3779, 7327)
(2323, 6566)
(3327, 7277)
(4950, 7268)
(4284, 6891)
(1771, 8148)
(4616, 8151)
(2489, 7330)
(3481, 7305)
(3323, 7118)
(3891, 6838)
(3104, 8060)
(3440, 7265)
(4012, 6827)
(2921, 7875)
(2668, 6665)
(2654, 6937)
(4624, 7823)
(3614, 8495)
(2739, 7825)
(5428, 7109)
(5784, 7616)
(3122, 7679)
(4268, 6700)
(2276, 6994)
(4653, 7023)
(4547, 7508)
(3995, 7525)
(2872, 6761)
(3474, 7449)
(3596, 7324)
(3204, 7849)
(4736, 7252)
(4011, 7958)
(3836, 8177)
(3988, 6991)
(3830, 8899)
(2899, 8256)
(3840, 7463)
(4432, 8047)
(4554, 7083)
(3463, 7371)
(1817, 8755)
(3462, 7962)
(5775, 7067)
(4206, 7114)
(2959, 7936)
(3841, 7424)
(5919, 7511)
(3898, 8273)
(2263, 7982)
(4178, 7996)
(4195, 7172)
(3873, 8759)
(3741, 7478)
(2288, 7345)
(4770, 8219)
(5118, 7303)
(4449, 7060)
(4559, 7900)
(6443, 8306)
(2106, 6473)
(4149, 7594)
(2333, 7730)
(700, 7731)
(4164, 8030)
(4068, 7391)
(2637, 7955)
(2541, 7461)
(5665, 7650)
(2218, 7580)
(2203, 7363)
(1999, 8193)
(1619, 7657)
(4044, 7572)
(3666, 6883)
(3614, 8044)
(2880, 6879)
(2368, 7772)
(4480, 7461)
(1803, 7683)
(2678, 7669)
(2890, 6681)
(5793, 7241)
(5189, 7200)
(2807, 8946)
(4171, 7394)
(3083, 7053)
(3024, 7239)
(3074, 7178)
(3816, 6807)
(2040, 7849)
(2836, 7652)
(3187, 7783)
(3153, 7429)
(4361, 7426)
(2700, 7797)
(3422, 7319)
(3195, 7044)
(5656, 7930)
(3167, 7797)
(4588, 8110)
(4936, 7183)
(2447, 7124)
(3649, 7589)
(3991, 6537)
(1957, 7541)
(2161, 7590)
(3890, 6490)
(2800, 7966)
(3508, 7223)
(4869, 6849)
(3355, 7106)
(6589, 8341)
(1788, 7726)
(3879, 7391)
(4293, 7077)
(4805, 7460)
(3016, 7285)
(3138, 7722)
(3162, 7660)
(3150, 7199)
(4073, 7615)
(3837, 7215)
(2618, 6638)
(3702, 6524)
(2746, 7289)
(3678, 7351)
(4925, 8268)
(4213, 7405)
(2254, 6643)
(6330, 7268)
(4619, 7364)
(2561, 7139)
(3540, 7803)
(4532, 7133)
(3719, 7406)
(2879, 7621)
(4498, 8954)
(2890, 7674)
(3244, 7122)
(3185, 7020)
(4196, 7774)
(3347, 6343)
(3321, 8057)
(3466, 6780)
(4915, 7341)
(2060, 7428)
(4467, 8339)
(4949, 8427)
(1401, 7802)
(838, 8431)
(3459, 8032)
(3097, 6920)
(4088, 6794)
(4088, 7334)
(2577, 7989)
(2022, 7736)
(3924, 7329)
(2138, 7273)
(3476, 6984)
(4724, 6916)
(3928, 7456)
(4344, 7632)
(2989, 7823)
(4833, 7108)
(4428, 6955)
(3863, 7047)
(4221, 7510)
(2641, 7290)
(2607, 7870)
(5156, 7225)
(3777, 6980)
(3401, 7293)
(515, 8236)
(5424, 6741)
(1582, 6841)
(3852, 7892)
(3202, 6916)
(3186, 8119)
(4660, 7557)
(3607, 8522)
(2589, 7040)
(5049, 8204)
(4022, 8163)
(4667, 8661)
(3145, 7870)
(3435, 7621)
(2723, 7023)
(2734, 7226)
(4665, 6914)
(3356, 7236)
(3154, 7290)
(3530, 6946)
(5636, 6979)
(4552, 6844)
(4617, 7569)
(2228, 7061)
(4281, 7330)
(5079, 6699)
(4489, 7219)
(3531, 7400)
(2240, 7865)
(3223, 7252)
(1577, 7983)
(4012, 7136)
(3518, 7689)
(2788, 7918)
(3333, 8762)
(1937, 7055)
(4210, 7445)
(4273, 8531)
(3567, 6611)
(3439, 8218)
(5493, 7302)
(4915, 6896)
(2928, 7561)
(5384, 7235)
(3778, 7564)
(2928, 8593)
(3131, 6820)
(2116, 7861)
(2931, 6948)
(3746, 8355)
(4313, 8210)
(3517, 7775)
(2691, 6999)
(2518, 7811)
(3399, 7914)
(3625, 6492)
(3321, 7370)
(2842, 6402)
(3734, 8029)
(1438, 7451)
(2267, 6918)
(3635, 7509)
(4519, 7922)
(3582, 8080)
(4461, 7495)
(3048, 8747)
(3099, 7318)
(4275, 7859)
(6025, 7385)
(3477, 7631)
(4194, 8293)
(4760, 7175)
(3746, 7879)
(4044, 7791)
(5237, 7164)
(2765, 7033)
(1894, 7287)
(4676, 7244)
(2726, 7371)
(3826, 7063)
(3444, 8065)
(5221, 7662)
(3387, 7249)
(5693, 6842)
(4315, 8265)
(2777, 7670)
(3557, 7206)
(2604, 7328)
(2555, 8203)
(4851, 8473)
(2348, 8025)
(3868, 7664)
(4361, 6707)
(3199, 7386)
(3768, 6793)
(2979, 6859)
(2829, 8132)
(4499, 7602)
(2505, 7964)
(2401, 7501)
(3438, 6868)
(2643, 6379)
(2921, 7304)
(2827, 7505)
(3202, 7707)
(2255, 7500)
(2529, 7914)
(2771, 7956)
(3153, 7093)
(4306, 7785)
(2909, 7629)
(3634, 8188)
(1820, 8037)
(2981, 7710)
(6115, 7046)
(2779, 6221)
(3647, 7737)
(1298, 7850)
(4755, 6492)
(3419, 8175)
(3469, 7858)
(2822, 6639)
(3809, 7975)
(3714, 7054)
(6072, 7616)
(2069, 7687)
(3830, 6990)
(3770, 6891)
(2129, 6914)
(3693, 8081)
(4620, 7117)
(4269, 8351)
(3809, 6850)
(3853, 6864)
(5249, 7518)
(2425, 6609)
(3966, 7726)
(4351, 7272)
(3458, 6892)
(4367, 7139)
(2886, 6258)
(4935, 7996)
(4516, 8208)
(4039, 8202)
(1591, 7872)
(2943, 7012)
(4473, 7353)
(2094, 7876)
(3705, 7008)
(5740, 7539)
(4191, 6948)
(2425, 7876)
(3920, 6549)
(2175, 8372)
(4285, 7122)
(3843, 6603)
(2172, 7546)
(2563, 6606)
(3907, 7960)
(4815, 7317)
(4691, 8452)
(4235, 6966)
(3780, 6519)
(3830, 7681)
(5367, 8386)
(3052, 7245)
(3692, 7231)
(4874, 6780)
(2999, 8463)
(4570, 7814)
(3957, 7666)
(5479, 8424)
(4792, 6880)
(5153, 7275)
(3454, 7331)
(3185, 8290)
(2903, 7472)
(3104, 7575)
(3908, 6944)
(4166, 6936)
(1806, 6997)
(4794, 7555)
(1884, 7563)
(2454, 6732)
(3012, 7692)
(3572, 7291)
(3357, 8206)
(2570, 6482)
(3575, 6770)
(5623, 7457)
(5634, 7632)
(2983, 7154)
(4044, 6864)
(3287, 7805)
(2659, 7568)
(3737, 7049)
(4530, 8541)
(1926, 6536)
(3322, 8533)
(4153, 6662)
(2502, 8093)
(3612, 6828)
(1638, 7685)
(3696, 6488)
(3123, 8106)
(2483, 7456)
(2179, 6673)
(3825, 8003)
(1914, 7340)
(3568, 8298)
(3341, 7590)
(3744, 6481)
(2941, 7526)
(2919, 6124)
(3345, 8106)
(2217, 7283)
(2308, 7433)
(1320, 7528)
(4804, 7750)
(3359, 7822)
(3406, 8277)
(3705, 7469)
(3623, 7678)
(3612, 7768)
(2550, 7063)
(2112, 6884)
(2835, 7921)
(1616, 7078)
(4098, 6870)
(3847, 8196)
(4621, 7638)
(3493, 8568)
(4043, 7227)
(3549, 7027)
(5436, 9005)
(2322, 7054)
(2281, 8524)
(3857, 8099)
(3411, 7777)
(5596, 8258)
(4173, 7463)
(2060, 6877)
(2906, 7773)
(3901, 8118)
(2717, 6760)
(4262, 6916)
(4173, 8060)
(4097, 8338)
(4849, 7401)
(2497, 7055)
(4592, 7312)
(3379, 7741)
(3434, 7861)
(4699, 7922)
(5881, 7212)
(3944, 7296)
(2393, 7235)
(3897, 6427)
(4130, 7697)
(3656, 7528)
(2727, 8285)
(4340, 7297)
(3868, 7633)
(2363, 7514)
(5592, 7219)
(4796, 7989)
(2307, 7402)
(2640, 7225)
(2671, 7792)
(3109, 7991)
(3325, 8185)
(2342, 8012)
(3819, 7568)
(5038, 8049)
(2848, 6244)
(2514, 8262)
(6016, 7411)
(4688, 7666)
(3385, 8203)
(1292, 7236)
(2770, 8071)
(3490, 8150)
(2121, 7311)
(4545, 7164)
(4601, 7022)
(2933, 7657)
(3985, 6294)
(4884, 7537)
(4107, 7028)
(5691, 7837)
(3198, 6886)
(2986, 8189)
(3354, 7927)
(3311, 8005)
(3038, 8020)
(3324, 7452)
(3725, 8376)
(4150, 6821)
(1849, 8232)
(3262, 7905)
(1356, 7832)
(3815, 6948)
(2888, 8070)
(3162, 7581)
(3543, 8120)
(2663, 7072)
(3582, 7646)
(2498, 7921)
(5364, 7155)
(2869, 7791)
(2626, 8012)
(5103, 7895)
(4105, 7153)
(2817, 6738)
(4847, 6978)
(1372, 7466)
(4920, 6549)
(1104, 7332)
(2819, 7722)
(2486, 7129)
(5039, 7520)
(3609, 8077)
(4501, 7465)
(1794, 6971)
(4412, 7962)
(1278, 7467)
(4666, 7286)
(3478, 7534)
(4247, 7058)
(3236, 6169)
(2823, 6689)
(5301, 8340)
(4383, 6424)
(2489, 7625)
(5107, 7750)
(2669, 7473)
(3257, 6712)
(4216, 7826)
(5091, 7498)
(2149, 7516)
(4683, 7375)
(3431, 8384)
(3763, 6348)
(3599, 8514)
(5229, 7228)
(3987, 7131)
(2490, 7805)
(3462, 6299)
(3754, 7313)
(3459, 6644)
(4645, 7472)
(4965, 7794)
(3296, 7904)
(2321, 7008)
(6569, 8055)
(4480, 6315)
(3544, 7765)
(4296, 7529)
(1907, 6885)
(2531, 7397)
(5305, 7703)
(1398, 6696)
(2727, 7978)
(2427, 7753)
(4686, 7087)
(2665, 7159)
(2833, 6489)
(2934, 8051)
(2195, 7254)
(5276, 7683)
(4064, 7087)
(4149, 7527)
(3876, 8500)
(2537, 7269)
(2422, 8434)
(2471, 8196)
(2505, 7868)
(2400, 7545)
(2758, 7721)
(4706, 7442)
(4645, 7518)
(3690, 6921)
(4393, 7252)
(2774, 7820)
(3063, 7600)
(1686, 7366)
(3140, 8164)
(2651, 7526)
(3659, 6977)
(3583, 8163)
(2518, 6236)
(4008, 7456)
(3020, 7131)
(2806, 7820)
(3673, 7027)
(3659, 6547)
(4096, 7263)
(3555, 7113)
(1514, 8147)
(5358, 7473)
(4195, 7801)
(1899, 6946)
(3501, 7714)
(3037, 7500)
(2588, 7434)
(2363, 8150)
(3271, 7339)
(1969, 7076)
(4207, 7750)
(4048, 6974)
(2799, 6910)
(4488, 7556)
(4368, 8132)
(2931, 6987)
(1643, 6866)
(2911, 7529)
(3871, 7338)
(2068, 7459)
(4823, 6734)
(3351, 7402)
(3616, 7274)
(3649, 7899)
(1967, 7446)
(3308, 7947)
(3088, 7672)
(4521, 6719)
(3011, 7606)
(2310, 8716)
(2276, 7050)
(6129, 7365)
